Fid,Protocol,Flag,Packet,Sender ID,Receiver ID,Source IP Address,Destination IP Address,Source Port,Destination Port,Packet Size,Label,Url
10.152.152.11-37.252.162.239-59529-80-6,TCP,RST,HTTP,56407,57200,74.125.228.199,10.152.152.11,443,59151,2413,1,http://kantal25.000webhostapp.com/WA_18__(PulberAja)_/
10.152.152.11-10.152.152.10-54876-53-17,UDP,ACK,DNS,56405,43761,173.194.65.127,10.152.152.11,443,55215,2184,0,https://en.wikisource.org/wiki/United_Nations_General_Assembly_Resolution_181
10.152.152.11-10.152.152.10-52875-53-17,TCP,FIN,SSH,45233,80,216.58.217.142,10.152.152.11,443,50012,10169,1,http://f-o-g.org/drupal/?q=node/8
10.152.152.11-10.152.152.10-34815-53-17,UDP,ACK,NTP,56404,53,10.152.152.10,10.152.152.11,443,49624,5238,1,http://www.justdifferentials.com/Default.asp
10.152.152.11-10.152.152.10-56390-53-17,TCP,SYN,FTP,55760,80,10.152.152.10,10.152.152.11,5228,50953,1474,0,http://www.dinogas.com.mx/inc/_notes/Made-in-China/Made-in-China/
10.152.152.11-54.83.205.9-39988-80-6,UDP,ACK,SNMP,56406,80,10.152.152.10,10.152.152.11,443,50012,441,1,http://www.achernishev.ru/
216.58.209.130-10.152.152.11-80-60299-6,TCP,SYN,HTTPS,38717,46291,10.152.152.10,10.152.152.11,443,48052,0,0,https://www.impotspublicservice.com/1b29135e09b339865c5b33a2f5370692/remboursement.php
10.152.152.11-54.172.50.108-55425-80-6,UDP,ACK,DHCP,53262,443,74.125.228.192,10.152.152.11,443,34971,8080,1,https://onedrive.live.com/redir?resid=CA951CBCE51DACCA%21116&amp;authkey=%21AJmfMEuW4qUzlVQ&amp;page=View&amp;wd=target%28Beverly%20Chew.one%7C58dc8802-6268-4ab5-9a46-390102e0eb16%2FBeverly%20Chew%C2%A0has%20shared%20a%20file%20with%20you%7C16c9a1d9-4f23-4d43-b756-129ffe78db2b%2F%29
72.21.202.25-10.152.152.11-80-33616-6,TCP,SYN,SMTP,44756,53,173.194.121.5,10.152.152.11,443,60669,441,0,http://tv.twcc.com/listings/wnbc-nbc
10.152.152.11-10.152.152.10-53353-53-17,UDP,ACK,SNMP,443,53,74.125.228.213,10.152.152.11,19305,34702,1767,1,https://vacomsystems.com/wp-content/uploads/2020/07/online/chase/home/
195.216.249.67-10.152.152.11-443-51931-6,TCP,RST,FTP,49486,53,74.125.136.188,10.152.152.11,443,50013,2567,0,https://www.cpcclt.com/
31.13.92.14-10.152.152.11-80-60003-6,UDP,ACK,DNS,40603,40954,74.125.22.189,10.152.152.11,9110,46087,1468,1,http://www.cozyladywear.com/
10.152.152.11-10.152.152.10-56953-53-17,TCP,FIN,SSH,443,53,173.194.65.127,10.152.152.11,9052,57176,3533,1,http://peaceau.org/aubis/nuc/surf2.php
10.152.152.11-10.152.152.10-42732-53-17,UDP,ACK,NTP,44155,443,216.58.217.142,10.152.152.11,9052,57177,751,0,http://viccats.camcam.dns-cloud.net/Verify/YahooVerification/873a2c86e025cde5e6a50432e726233d
192.230.68.216-10.152.152.11-80-54439-6,TCP,SYN,FTP,44155,53,74.125.228.192,10.152.152.11,9052,57178,1263,1,http://californiarealestate.news
10.152.152.11-74.125.202.157-52274-443-6,UDP,ACK,SNMP,443,80,74.125.228.213,10.152.152.11,443,55215,117,0,https://www.gamespot.com/articles/nintendo-switch-has-huge-launch-at-gamestop-retail/1100-6448434/
65.61.34.87-10.152.152.11-80-44741-6,TCP,SYN,HTTPS,58872,80,173.194.121.5,10.152.152.11,443,49624,5629,1,https://wiki.ezvid.com/best-hdmi-switches
10.152.152.11-10.152.152.10-46185-53-17,UDP,ACK,DHCP,443,33001,74.125.22.189,10.152.152.11,443,59151,0,1,https://motorcityamsterdam.nl/
10.152.152.11-10.152.152.10-47767-53-17,TCP,SYN,SMTP,60237,53,74.125.136.188,10.152.152.11,5228,50953,2797,0,http://cort.as/-FgvH
208.100.17.173-10.152.152.11-80-34543-6,UDP,ACK,SNMP,443,48231,173.194.65.127,10.152.152.11,443,48052,2798,0,https://onedrive.live.com/embed?cid=3871B7BAD2D4FC0D&amp;resid=3871B7BAD2D4FC0D%21204&amp;authkey=ADyaQHcE_iaOPhQ&amp;em=2
10.152.152.11-10.152.152.10-42919-53-17,TCP,RST,FTP,45831,34930,216.58.217.142,10.152.152.11,19305,34702,1598,1,https://www.sv1afn.com/
10.152.152.11-62.67.193.75-56429-80-6,UDP,ACK,DNS,58315,53,74.125.228.192,10.152.152.11,443,50013,0,0,http://www.wikihow.com/Make-Protein-Pancakes
10.152.152.11-10.152.152.10-60878-53-17,TCP,FIN,SSH,443,80,173.194.121.5,10.152.152.11,443,55215,528,1,http://resoluciones.ugel01.gob.pe/capacitacion/blocks/attendance/fibank__eliminado/account
10.152.152.11-10.152.152.10-35027-53-17,UDP,ACK,NTP,58314,58536,74.125.22.189,10.152.152.11,443,59151,0,1,https://propiedadesusadas-bancofalabella.enlaceinmobiliario.cl/home
168.75.242.199-10.152.152.11-80-36961-6,TCP,SYN,FTP,58314,80,74.125.136.188,10.152.152.11,443,49624,3610,0,http://www.abbreviations.com/PORTABLE%20DOCUMENT%20FORMAT
10.152.152.11-10.152.152.10-44248-53-17,UDP,ACK,SNMP,36693,53,173.194.65.127,10.152.152.11,443,48052,53,1,http://www.networking-basics.net/mesh-topology/
10.152.152.11-192.230.82.107-46939-80-6,TCP,SYN,HTTPS,443,80,173.194.113.54,10.152.152.11,5228,50953,8223,1,http://dgfhjgjrt65756hggree.clearpointsupplies.com/fhdfyrurthftf/
10.152.152.11-185.57.60.185-59799-80-6,UDP,ACK,DHCP,36695,57833,173.194.113.41,10.152.152.11,19305,34702,111477,1,http://www.51pianmen.com/
10.152.152.11-10.152.152.10-37569-53-17,TCP,SYN,SMTP,443,53,74.125.228.192,10.152.152.11,443,50013,103705,1,https://appadvice.com/tv/app/vh1/413522634
10.152.152.11-10.152.152.10-51813-53-17,UDP,ACK,SNMP,36696,53,216.58.217.142,10.152.152.11,443,55215,39947,0,https://fema-nicole.firebaseapp.com/
94.46.159.16-10.152.152.11-443-50508-6,TCP,RST,FTP,443,52949,173.194.121.5,10.152.152.11,443,49624,103621,1,http://photography.lovetoknow.com/Public_Domain_Pictures
10.152.152.11-10.152.152.10-59571-53-17,UDP,ACK,DNS,36694,53,173.194.113.40,10.152.152.11,443,48052,111502,1,http://en.academic.ru/dic.nsf/enwiki/411058
10.152.152.11-46.228.164.13-45573-80-6,TCP,FIN,SSH,36694,53,74.125.22.189,10.152.152.11,5228,50953,111574,0,http://d2rights.blogspot.com
188.121.36.239-10.152.152.11-80-37264-6,UDP,ACK,NTP,36697,80,173.194.65.127,10.152.152.11,19305,34702,2530,0,http://bootnbonnet.org/wp/wp-includes/Text/excel/excel/excel/login.php
216.58.209.98-10.152.152.11-443-46623-6,TCP,SYN,FTP,36697,53,173.194.113.54,10.152.152.11,443,50902,53,1,http://smartindianagriculture.com/wp-includes/SimplePie/Content/Type/
64.158.223.137-10.152.152.11-80-60545-6,UDP,ACK,SNMP,58321,53,173.194.113.41,10.152.152.11,443,49358,6804,1,https://www.hochzeitsforum.de/
10.152.152.11-10.152.152.10-52288-53-17,TCP,SYN,HTTPS,58321,59691,74.125.136.188,10.152.152.11,443,55215,1565,1,http://emojidictionary75d139b8243558347d778dafc4b938fe.dns-cloud.net/jjjpp/indexa.php
10.152.152.11-10.152.152.10-48671-53-17,UDP,ACK,DHCP,52895,53,74.125.228.192,10.152.152.11,443,50013,15275,0,https://en.wikipedia.org/wiki/MultiMediaCard
23.43.75.27-10.152.152.11-80-54070-6,TCP,SYN,SMTP,52896,53,216.58.217.142,10.152.152.11,443,49624,1232,1,http://en.academic.ru/dic.nsf/enwiki/137612
10.152.152.11-10.152.152.10-56990-53-17,UDP,ACK,SNMP,52897,53,173.194.121.5,10.152.152.11,443,46251,867,1,https://betasus25.blogspot.com/
10.152.152.11-10.152.152.10-48799-53-17,TCP,RST,FTP,52898,80,173.194.113.40,10.152.152.11,443,48052,790,0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/3f12dfc98cd947c?cmd=_update&dispatch=3f12dfc98cd947c7b&locale=_US
10.152.152.11-54.231.82.58-36139-80-6,UDP,ACK,DNS,54208,53,173.194.65.127,10.152.152.11,19305,34702,2859,1,http://35.199.84.117/it4_identificacao.php
10.152.152.11-10.152.152.10-39418-53-17,TCP,FIN,SSH,49085,49784,74.125.22.189,10.152.152.11,443,50902,1588,0,http://www.qainfolabs.com/wp-content/languages/themes/besweeten/
162.212.130.108-10.152.152.11-80-45090-6,UDP,ACK,NTP,42778,53,74.125.136.188,10.152.152.11,443,49358,1525,1,https://www.onlinepianist.com/sheet-music
216.58.217.130-10.152.152.11-80-59476-6,TCP,SYN,FTP,42779,59673,74.125.228.192,10.152.152.11,5228,50953,2070,0,http://www.toolcrib.com/blog/2007/03/toolcribcoms-ultimate-guide-to-free-router-table-plans
10.152.152.11-10.152.152.10-54445-53-17,UDP,ACK,SNMP,80,35651,173.194.121.5,10.152.152.11,443,55215,1944,1,http://www.techzoom.net/Tools/IPAddressCalculator
10.152.152.11-10.152.152.10-39667-53-17,TCP,SYN,HTTPS,80,53,173.194.113.53,10.152.152.11,443,50013,363,0,https://play2win.buzz/unlock/netflix/
10.152.152.11-10.152.152.10-50992-53-17,UDP,ACK,DHCP,52906,53,216.58.217.142,10.152.152.11,443,49624,802,1,https://www.howtogeek.com/70494/what-kind-of-ethernet-cat-5e6a-cable-should-i-use/
10.152.152.11-185.57.60.185-60858-80-6,TCP,SYN,SMTP,52905,53,10.152.152.10,10.152.152.11,443,46251,850,0,http://holloweentwinkie.tumblr.com
10.152.152.11-10.152.152.10-59085-53-17,UDP,ACK,SNMP,52908,53,10.152.152.10,10.152.152.11,19305,34702,978,1,http://prehardenelectronically.com/
10.152.152.11-173.194.46.109-55895-443-6,TCP,RST,FTP,52903,53,216.58.220.99,10.152.152.11,443,48052,377,1,https://stellarreports.icu/log/err.php
162.144.129.143-10.152.152.11-80-36080-6,UDP,ACK,DNS,52907,48882,74.125.22.189,10.152.152.11,5228,50953,779,0,http://whatismyipaddress.com/isp
10.152.152.11-10.152.152.10-48600-53-17,TCP,FIN,SSH,52904,53,10.152.152.11,10.152.152.11,443,55215,935,1,https://www.envchicago.com/
10.152.152.11-162.212.130.108-46568-80-6,UDP,ACK,NTP,49096,53,10.152.152.10,10.152.152.11,443,49624,388,0,http://paypal-support-help-inc.blogspot.com/
10.152.152.11-10.152.152.10-34714-53-17,TCP,SYN,FTP,52930,53,10.152.152.11,10.152.152.11,443,40746,353,1,http://www.alertasexito.com
23.235.40.196-10.152.152.11-80-55380-6,UDP,ACK,SNMP,47929,80,10.152.152.10,10.152.152.11,443,50013,1253,1,http://www.kvakil.me/
46.236.13.147-10.152.152.11-443-59219-6,TCP,SYN,HTTPS,52929,53,10.152.152.11,10.152.152.11,53,42404,0,1,http://www.tsv-birkenau.de/
192.230.82.107-10.152.152.11-80-46975-6,UDP,ACK,DHCP,56605,59189,10.152.152.10,10.152.152.11,53,59448,32523,0,http://www.coffeecup.com/free-ftp/
10.152.152.11-10.152.152.10-59103-53-17,TCP,SYN,SMTP,37567,59345,74.125.22.93,10.152.152.11,443,57157,2672,1,https://check-security-team.com/Amazon/8bef379b45ef300/login.php
10.152.152.11-10.152.152.10-40758-53-17,UDP,ACK,SNMP,443,53,10.152.152.10,10.152.152.11,443,49880,16734,0,http://onlinegrup77.000webhostapp.com/
85.14.248.72-10.152.152.11-443-57087-6,TCP,RST,FTP,443,443,10.152.152.11,74.125.228.199,60669,443,1421,1,https://www.speedguide.net/images/hardware/siemens/speedstream6500_manual.pdf
10.152.152.11-10.152.152.10-58498-53-17,UDP,ACK,DNS,46791,42813,10.152.152.10,10.152.152.11,53,30221,1360,0,http://www.destination360.com/europe/france/nice
10.152.152.11-74.125.136.101-52547-443-6,TCP,FIN,SSH,443,43684,10.152.152.10,173.194.65.100,36564,443,3864,1,http://www.elsoog.com/Limited/index.php
10.152.152.11-10.152.152.10-38144-53-17,UDP,ACK,NTP,44388,46086,10.152.152.10,10.152.152.11,53,49583,0,0,http://secppal.xyz/
10.152.152.11-10.152.152.10-37725-53-17,TCP,SYN,FTP,56321,58099,10.152.152.10,10.152.152.10,57177,9052,4332,1,https://www.tremr.com/
10.152.152.11-10.152.152.10-39955-53-17,UDP,ACK,SNMP,49486,53,173.194.112.169,10.152.152.11,53,54705,1558,0,http://www.gothic.net/
10.152.152.11-10.152.152.10-55647-53-17,TCP,SYN,HTTPS,40735,53,10.152.152.11,10.152.152.11,443,43259,0,1,http://support-appleld.com.secureupdate.duilawyeryork.com/ap/66cb80cc8312103?cmd=_update&dispatch=66cb80cc8312103b0&locale=_US
192.230.77.107-10.152.152.11-80-59699-6,UDP,ACK,DHCP,40735,53,10.152.152.11,10.152.152.11,53,33172,441,0,http://www.wisegeek.com/what-does-a-digital-media-company-do.htm
10.152.152.11-10.152.152.10-45101-53-17,TCP,SYN,SMTP,36749,58692,10.152.152.10,173.194.33.97,56254,443,2339,1,http://www.geodeta-pniewy.pl/
10.152.152.11-10.152.152.10-56899-53-17,UDP,ACK,SNMP,36749,53,10.152.152.11,10.152.152.11,53,5582,6935,1,http://work.chron.com/yearly-salary-cnc-machinist-9666.html
10.152.152.11-162.144.129.143-35803-80-6,TCP,RST,FTP,36751,53,10.152.152.10,10.152.152.11,53,16364,5392,0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/b6e09c01b3658c1/?cmd=_update&dispatch=b6e09c01b3658c15f&locale=_US
23.43.75.27-10.152.152.11-80-53984-6,UDP,ACK,DNS,36751,53,10.152.152.10,10.152.152.11,53,34136,1402,1,http://pkk.depok.go.id/doc46453/casts
10.152.152.11-10.152.152.10-54129-53-17,TCP,FIN,SSH,36754,45646,10.152.152.10,10.152.152.11,53,36059,1402,0,http://www.dvdtransferco.com/wp-content/plugins/haiku-minimalist-audio-player/js/itradekey.php
10.152.152.11-54.175.97.160-47097-80-6,UDP,ACK,NTP,36752,55905,173.194.121.5,10.152.152.11,443,45235,1323,1,http://jdih.sambas.go.id/web/coin/nat4/
10.152.152.11-10.152.152.10-36202-53-17,TCP,SYN,FTP,36752,80,10.152.152.10,216.58.217.142,50012,443,0,0,https://btlntraneti.com/login
10.152.152.11-10.152.152.10-44521-53-17,UDP,ACK,SNMP,36754,53,173.194.65.127,74.125.228.213,59151,443,2373,1,https://www.babyshop.com/
74.125.136.132-10.152.152.11-443-47182-6,TCP,SYN,HTTPS,36753,33405,10.152.152.10,10.152.152.11,53,52684,10095,0,http://secure03a-chasehelper.serveusers.com/web/auth/dashboard/overview/index/auth.php
10.152.152.11-10.152.152.10-52343-53-17,UDP,ACK,DHCP,36753,53,173.194.65.127,216.58.216.142,57361,443,17118,1,http://hortipower.co.uk/recepit46/customer_center/customer-IDPP00C845/myaccount/signin
10.152.152.11-10.152.152.10-52274-53-17,TCP,SYN,SMTP,36750,53,74.125.136.132,10.152.152.11,53,3516,1100,0,https://www.secureupdate.appleld.com.duilawyeryork.com/ap/5287b97742ec4f1?cmd=_update&dispatch=5287b97742ec4f17b&locale=_US
10.152.152.11-10.152.152.10-37565-53-17,UDP,ACK,SNMP,36750,80,74.125.228.214,10.152.152.11,53,59754,1100,1,https://icartmiami-my.sharepoint.com/:o:/p/angela/EpFsXQ5M9n5OoOQaI2feBd4BRvctX6tCvIeI254z_32EBA?e=5%3a0Fzd4q&amp;at=9
65.61.34.87-10.152.152.11-80-44146-6,TCP,RST,FTP,56604,53,10.152.152.10,10.152.152.11,35632,53,117,0,https://www.merriam-webster.com/dictionary/cladistics
104.16.26.35-10.152.152.11-80-55865-6,UDP,ACK,DNS,46790,53,10.152.152.11,10.152.152.11,443,49624,0,1,http://bayanicgiyimsitesi.somee.com/
10.152.152.11-162.212.130.108-46259-80-6,TCP,FIN,SSH,40802,53,10.152.152.11,10.152.152.11,53,35632,6804,0,https://www.pasokon-syobun.com/
216.58.209.98-10.152.152.11-443-46698-6,UDP,ACK,NTP,43639,53,74.125.136.101,10.152.152.11,19305,44510,2774,1,http://totalrar.com/total-manager.html
10.152.152.11-108.167.131.94-58696-443-6,TCP,SYN,FTP,36759,59106,10.152.152.11,10.152.152.11,53,45138,117,0,https://www.pololu.com/file/0J180/electronic_keyboard_kit.pdf
10.152.152.11-10.152.152.10-36018-53-17,UDP,ACK,SNMP,36759,53,10.152.152.10,10.152.152.11,19305,34702,0,1,https://travel.bart.la/
10.152.152.11-10.152.152.10-39143-53-17,TCP,SYN,HTTPS,36760,49447,74.125.228.199,10.152.152.11,443,41995,199,0,https://www.finanzen.fr/
10.152.152.11-54.251.136.58-44487-80-6,UDP,ACK,DHCP,36760,80,10.152.152.10,10.152.152.11,443,33965,0,1,http://betasus332.blogspot.com
10.152.152.11-54.235.180.102-36203-80-6,TCP,SYN,SMTP,36757,53,10.152.152.11,10.152.152.11,53,63348,9802,0,http://en.academic.ru/dic.nsf/enwiki/12558
10.152.152.11-37.252.163.97-39972-80-6,UDP,ACK,SNMP,36757,53,10.152.152.10,173.194.65.100,36563,443,117,1,http://www.embl-hamburg.de/workshops/2006/domains/pdf/19_Jones.pdf
10.152.152.11-54.251.136.58-44411-80-6,TCP,RST,FTP,36761,53,10.152.152.11,74.125.228.192,55216,443,0,0,https://www.hojmark.dk/
10.152.152.11-184.73.170.222-37533-80-6,UDP,ACK,DNS,36761,53,10.152.152.10,10.152.152.11,443,48031,1237,0,http://half-life.wikia.com/wiki/Portal
74.125.232.97-10.152.152.11-80-38287-6,TCP,FIN,SSH,36758,53,216.58.217.142,173.194.65.101,47698,443,158,1,https://wordpress.org/plugins/free-cdn/
10.152.152.11-10.152.152.10-45004-53-17,UDP,ACK,NTP,36758,45028,10.152.152.11,10.152.152.11,53,19967,0,1,http://tg4a.totalh.net/yb/
62.67.193.61-10.152.152.11-80-36540-6,TCP,SYN,FTP,36762,53,10.152.152.10,10.152.152.11,443,34399,2479,0,http://www.dictionary.com/browse/collision-course
10.152.152.11-10.152.152.10-38110-53-17,UDP,ACK,SNMP,36762,53,74.125.228.192,10.152.152.11,9110,46087,751,1,http://www.mathportal.org/calculators.php
10.152.152.11-54.84.100.183-36745-80-6,TCP,SYN,HTTPS,36756,53,10.152.152.10,173.194.113.54,50902,443,117,0,http://xn--b1amvejg.com/wp-content/plugins/.akismet/mail.htm?cmd=LOB=RBGLogon&amp;_pageLabel=page_logonform&amp;secured_page
54.239.168.246-10.152.152.11-80-58650-6,UDP,ACK,DHCP,36756,53,10.152.152.11,10.152.152.11,53,47879,786,1,https://rediractionid547012016089540218057.blogspot.com/
10.152.152.11-10.152.152.10-45165-53-17,TCP,SYN,SMTP,36763,53,74.125.22.93,10.152.152.10,57176,9052,1481,0,http://hentech.com.hk/img/office360/
10.152.152.11-10.152.152.10-34879-53-17,UDP,ACK,SNMP,36763,53,173.194.65.149,10.152.152.11,53,56901,7844,1,https://www.ancientegyptonline.co.uk/
10.152.152.11-10.152.152.10-54293-53-17,TCP,RST,FTP,36764,53,216.58.217.142,10.152.152.11,443,42322,872,0,http://integralgroupeg.com/A/3/naverfile/naver.html
95.101.0.160-10.152.152.11-80-48458-6,UDP,ACK,DNS,36765,53,173.194.121.0,74.125.136.138,58519,443,1436,0,http://www.profitplatform.net/
185.62.216.164-10.152.152.11-80-50231-6,TCP,FIN,SSH,36765,80,10.152.152.11,10.152.152.11,53,37812,517,1,http://het-impp11.com/servi-mail-pro-webb111928270383jksddkjsdjks191171927282827383322/65161e73848c8bbbf7a4bc07e77a8454/sms2.html
10.152.152.11-176.74.182.158-59329-80-6,UDP,ACK,NTP,36764,53,10.152.152.10,10.152.152.11,443,55215,517,0,http://searchsecurity.techtarget.com/definition/Transport-Layer-Security-TLS
10.152.152.11-10.152.152.10-43591-53-17,TCP,SYN,FTP,36766,443,10.152.152.10,10.152.152.11,53,57199,0,1,https://norberto68.wordpress.com/
10.152.152.11-37.252.162.78-38193-80-6,UDP,ACK,SNMP,36766,53,10.152.152.10,173.194.33.105,34481,443,517,0,http://codeblue.ch.net2care.com/https//admin.hostpoint.ch/
10.152.152.11-10.152.152.10-55216-53-17,TCP,SYN,HTTPS,36768,80,10.152.152.11,10.152.152.11,443,34971,669,1,http://secure.web894.com/customer_center/customer-IDPP00C139/myaccount/identity/?cmd=_session=&amp;02df5c40bef38f0b3d11339b7beab5d8&amp;dispatch=ecb2f39f76aef328f62cfcea40da0211815e207f
10.152.152.11-10.152.152.10-42818-53-17,UDP,ACK,DHCP,36768,53,10.152.152.10,10.152.152.11,443,45258,446,1,http://kama.hop.ru
104.16.25.216-10.152.152.11-80-39165-6,TCP,SYN,SMTP,36767,53,10.152.152.10,10.152.152.11,443,60521,3539,0,http://www.keshilla.net/
10.152.152.11-10.152.152.10-53260-53-17,UDP,ACK,SNMP,36767,41406,216.58.217.142,10.152.152.11,443,50791,2692,1,http://www.icterranuova.it/
10.152.152.11-195.93.42.12-39837-80-6,TCP,RST,FTP,51151,32862,173.194.112.164,173.194.33.118,41313,443,4354,0,https://eventsky.co/3.mtb.com/www3.mtb.com/emsslv908.php?ui3ZJA92CZRtSK71PuzGeyW3JZemsVcjjx89G2jSiC9iIBKk7MjmmCXlLlaVZKpYQS5nWfUU2DasrFTn7NmryPv9aMCTATVc6ewlVaJbxUgGkplqYRFJ0N85B6WYc18jtAHgwZpJiGmm7W9QZSlvkFuoXv36v2MEtrIfEfj4NmIwnYRHbToz9mZRhalyIslKo8wCWufV
10.152.152.11-10.152.152.10-60374-53-17,UDP,ACK,DNS,51151,60815,173.194.65.127,10.152.152.11,53,4196,4712,1,https://www.kunstpris.dk/images/dropbox/dropbox/index.php
185.57.60.186-10.152.152.11-443-45074-6,TCP,FIN,SSH,40833,45766,10.152.152.10,10.152.152.11,53,43871,2413,1,https://www.ma-minatoku-chintai.com/
10.152.152.11-10.152.152.10-48757-53-17,UDP,ACK,NTP,37381,53,54.169.125.186,10.152.152.11,53,18444,438,0,http://www.thefreedictionary.com/dynasty
104.193.82.55-10.152.152.11-443-59442-6,TCP,SYN,FTP,37383,80,72.21.91.29,173.194.65.100,36562,443,1267,1,http://www.nartv.org/2010/10/14/clustering-zeus-command-and-control-servers/
54.251.136.58-10.152.152.11-80-44379-6,UDP,ACK,SNMP,40834,53,10.152.152.11,10.152.152.11,53,55219,569,0,https://www.stargatedesign.com/Mailbox_upgrade/MailboxFUD/home/index.php?email=user@domain.tld
10.152.152.11-140.98.194.156-53886-80-6,TCP,SYN,HTTPS,40835,58392,10.152.152.10,10.152.152.11,53,7749,883,1,http://www.funvid.hu/
10.152.152.11-10.152.152.10-40035-53-17,UDP,ACK,DHCP,40836,44939,10.152.152.10,10.152.152.11,443,50013,0,1,http://www.ics.uci.edu/~wscacchi/Presentations/ProSim04/Keynote-Scacchi.pdf
10.152.152.11-10.152.152.10-41515-53-17,TCP,SYN,SMTP,40834,37589,10.152.152.10,10.152.152.11,443,37375,546,0,http://www.cassa7c.com/boa/boa/index.html
23.8.3.38-10.152.152.11-80-47372-6,UDP,ACK,SNMP,40835,55127,10.152.152.10,10.152.152.11,19305,42584,1726,1,https://www.newegg.com/Product/ProductList.aspx?Description=hdmi%20switch&Submit=ENE
10.152.152.11-10.152.152.10-38930-53-17,TCP,RST,FTP,40836,54068,10.152.152.10,10.152.152.11,53,54587,703,0,http://bgr.com/2016/12/22/iphone-7-adapter-for-headphones-and-charger-amazon/
10.152.152.11-10.152.152.10-48977-53-17,TCP,SYN,DNS,37382,53,173.194.65.157,10.152.152.11,80,54339,648,1,https://en.wikipedia.org/wiki/Public_domain
10.152.152.11-10.152.152.10-59203-53-17,UDP,ACK,SSH,37382,80,37.252.170.89,10.152.152.11,80,37671,1323,0,http://www.dizzystreams.com/
10.152.152.11-10.152.152.10-53146-53-17,TCP,SYN,NTP,54190,80,10.152.152.11,184.72.234.198,58152,80,614,0,https://lonestarsanitation.com/wp-includes/SimplePie/Cache/zamalik/dafa/myaccount/update_billing
104.244.43.236-10.152.152.11-80-49130-6,UDP,ACK,FTP,54192,53,10.152.152.10,10.152.152.11,53,54275,737,1,http://www.investopedia.com/terms/p/peertopeer-p2p-economy.asp
10.152.152.11-10.152.152.10-37666-53-17,TCP,RST,HTTP,42790,80,10.152.152.11,10.152.152.11,53,59286,920,0,https://www.geberit.fr/fr/
10.152.152.11-10.152.152.10-52993-53-17,UDP,ACK,DNS,54209,53,10.152.152.10,10.152.152.11,53,59436,435,1,http://www.larapedia.com/glossary_of_plants_terms/provenance_meaning_in_plants_terminology.html
10.152.152.11-192.230.77.107-53539-443-6,TCP,FIN,SSH,54190,53,10.152.152.10,10.152.152.11,53,49392,514,1,https://www.howtogeek.com/196051/htg-explains-what-is-a-file-system-and-why-are-there-so-many-of-them/
216.58.198.130-10.152.152.11-80-59602-6,UDP,ACK,NTP,54192,53,10.152.152.11,10.152.152.11,53,39651,561,0,http://www.dictionary.com/browse/provenance
46.137.123.29-10.152.152.11-443-41034-6,TCP,SYN,FTP,54209,53,54.74.100.99,10.152.152.11,443,58407,1187,1,https://app44666604777.blogspot.com/
10.152.152.11-192.230.77.107-60328-80-6,UDP,ACK,SNMP,37566,53,10.152.152.10,10.152.152.11,80,50866,839,1,http://detes.sk/1122//?sec=Susan
10.152.152.11-10.152.152.10-39354-53-17,TCP,SYN,HTTPS,443,53,10.152.152.11,54.169.125.186,54232,80,519,0,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__R4JmpZUQU9QVTNYNUQ0RFRLVDZZNlZXQUhPSERCMi4u
10.152.152.11-10.152.152.10-39076-53-17,UDP,ACK,DHCP,54219,53,10.152.152.10,10.152.152.11,53,35575,923,1,http://www.nationalpeanutboard.org/
10.152.152.11-10.152.152.10-49629-53-17,TCP,SYN,SMTP,37380,45612,10.152.152.10,23.43.139.27,39533,80,6804,1,http://www.tucontaweb.com/Nachprufung
184.72.39.221-10.152.152.11-443-59222-6,UDP,ACK,SNMP,37380,80,10.152.152.10,10.152.152.11,53,45999,387,0,http://mytheamsauthecent.wapgem.com/index/
10.152.152.11-162.212.130.108-45091-80-6,TCP,RST,FTP,54194,50304,10.152.152.11,10.152.152.11,53,44197,42,1,https://hiring.monster.com/hr/hr-best-practices/recruiting-hiring-advice/job-descriptions/server-job-description-sample.aspx
10.152.152.11-10.152.152.10-57001-53-17,UDP,ACK,DNS,54195,443,173.241.240.221,173.241.240.143,42702,80,405,1,https://www.holysai.com/
10.152.152.11-107.23.5.109-36410-80-6,TCP,FIN,SSH,54191,53,10.152.152.10,10.152.152.11,80,58716,370,0,https://www.secureupdate.appleld.com.duilawyeryork.com/ap/fab1b22ed958ef9/?cmd=_update&dispatch=fab1b22ed958ef99b&locale=_US
10.152.152.11-10.152.152.10-39047-53-17,UDP,ACK,NTP,54193,53,10.152.152.11,10.152.152.11,53,33342,916,1,http://haroldwashingtondemocraticclub.org/zxc/swift/payment.htm
173.194.116.186-10.152.152.11-80-39819-6,TCP,SYN,FTP,54194,80,10.152.152.11,216.58.193.131,56295,443,8318,1,http://www.dictionary.com/browse/ram
10.152.152.11-72.21.81.253-43607-80-6,UDP,ACK,SNMP,54195,53,10.152.152.10,10.152.152.11,53,56287,8802,0,http://www.netmba.com/marketing/market/segmentation/
10.152.152.11-10.152.152.10-34626-53-17,TCP,SYN,HTTPS,54191,53,10.152.152.11,10.152.152.11,53,44162,8847,1,http://www.webopedia.com/TERM/W/wireless_network_interface_controller.html
